tag,actionable
"feel like hit by a truck,0
groggy,0
Twitching,0
Slept late,0
Did easy stretching exercises,1
Poor sleep last nite,1
left school early,0
pork chop,1
Body Achess,0
Slept 4+ hours,1
high humidex,0
V tired yday,0
eye pain,0
cauliflower,0
gf pretzels,0
high bp,0
Oatmeal with flax seed,0
crazy low heart rate (45 bpm),0
B12 shot,1
fulfilled,0
sent apologies to kate and claire,0
3K steps,1
assignment due today,0
Whooo fun week,0
multiple scelrosis,0
quiet brain,0
went painting,0
Happy in part,0
friend came over,0
hellish,0
upbeat,0
legs hurt far more than usual,0
woke up in middle of the night,0
lazy Sunday with Kaitlyn,0
tense,0
one apple,1
volunteer,0
sore neck,0
headspace,0
low caffeine day,1
feeling lost,0
Saw friends,0
very hard to move after day of work,0
mystery privates,0
sunbutter toast,1
woke up tired,0
≥10k steps,1
ate kimchi,1
slept for 7 1/2 hours,1
Unmotivated,0
overload turning into low mood,0
Fever,0
Iceberg Lettuce,1
Egg Salad,1
house cleaners came today,0
Valerian,1
leg pain during the night,0
menstruating,0
sauna,1
bullying,0
Blueberry ginger ale,1
sunburn,0
Allergic reaction to D-ribose,0
Abdominal pain,0
disoriented,0
did big thing,0
great faith-related books,0
weather change,0
introspection,0
mum and dad cleaned my room,0
Gym (left early),1
light activity,1
afternoon nap,1
Low stress ,0
Symptoms started at 5am,0
Hip and leg spasms,0
gray weather,0
Yard sale,1
really bad moon cramps,0
long HOT day,0
Gym class,1
Auslan class,0
Stomach hurts,0
Talked to strangers,0
Cat using up my cope,0
got drunk,1
VLCD,0
8 1/2 hours sleep,1
midnight to noon,0
talked to new person,1
14 hours of sleep,1
loose joints- wrists & shoulders,0
flare up,0
3 hours in car,0
so i was a bit dehydrated when i woke up,0
Little activity,0
hard waking up,0
Home Day,0
noisy,0
Shannons ceremony,0
Stomach upset,0
shaking,0
Japan,0
gothing,0
looking forward to relaxing now tho,0
lower back and stomach pains,0
functional,0
low activity level,0
endorphins,0
possible mold exposure,0
crumble and ice cream,0
vegetables,1
Antibiotics,1
forgot morning pills,0
Therapy,1
Feel empty,0
lots of hard work,0
bpal order,0
Day after drinking,0
gaymers,0
Self Loathing,0
bus,0
sleep apnea,0
Muscle Tiredness,0
heavy nosebleed,0
asked for help,0
afternoon bonfire,0
Nando's,1
fun weekend,0
pie,1
Pain woke me up,0
slept fairly well,0
headaches continue to be absent or mild,0
Not well fed,0
Fatigue,0
fb at home,0
hung up 20 items of clothes on washing line,0
Psychotherapy ,0
anxiety for whole rest of the day for standing up Kim,0
hungry a lot,0
train from st. neots to durham,0
Sleep,0
symptom free,0
baked,1
thunderstorms,0
With otter's family,0
Hopeful overall,0
fascial stretch therapy,0
just not with it today,0
feeling blank,0
phone at night,0
dinner with friends,1
model trains,1
had heat on it half the day,0
but had a rest day today,0
Chronic bronchitis,0
english paper,0
also my stomach didn't like the frozen coke,0
a little better than yesterday,0
Spanish class,0
school,0
loneliness,0
tried an exercise class,1
out in the heat,0
infusion day,0
tweezing,0
Fried fish,0
interview with sabrina,0
bicycle,0
Festival,0
used mouse for browsing,0
Played poker,0
chilled with emma woodhouse yesterday,0
my energy and adrenaline have been weird today,0
deep massage,0
painful bowel movement,0
Eye Exam,0
extreme sleeping,0
socialised,0
Behind at work,0
woozy,0
Upset,0
feels like needles from shoulders to hands and knees to feet,0
head's exploding etc,0
Head cold,0
not forgetful,0
Heat rash,0
Lettuce,0
ben stayed over,0
sat in the car for an hour or so,0
adulting,0
sleep at 4am,0
patience,0
Busy,0
2 internet techs came,0
Sick,0
MedicalProblems,0
hospital,0
chickpea and rice soup,1
a night so late it was early,0
Less stressed,0
sore shoulder,0
craving sweets,0
fever dreams,0
did exciting stuff before sleep,0
grief,0
dinner with otter's parents,0
excellent,0
Kitty cuddles,1
Kaitlyn has stress day and it is making me very tense,0
headcold,0
no writing,0
Talked lots,0
Sore jaw,0
Traveling,1
7k steps,1
Road trip,0
JBR Meeting ,0
Rest Day,0
odd mood,0
Unpleasant,0
largely unproductive,0
non-verbal,0
bark dust,0
saw friends,0
romantic anxiety,0
more active than normal,0
arthritis,0
decision making about office,0
coffee lead to stomach ache,0
didn't take lunch break,0
pretty good day,0
Popcorn,0
emotional stress at night,0
Busy Day,0
social justice,0
Foggy brain extreme,0
saw Beth and kayleigh,0
reflux,0
Mad family,0
phone call,0
started Naltrexone!!!,0
school assignment due,0
Went shopping,0
partly sunny,0
expectations,0
Bad start,0
Herx,0
social activity,0
got tires fixed,0
had a sore-ish throat,0
Wanna push myself but cautious About it,0
getting used to carers,0
was social,1
fermented foods,1
bad lunch,0
avoiding sleep,1
hard workout yesterday,1
curry lunch,0
Fixed car with dad,0
Very tired,0
choir,0
Dizzy,0
Stress: 3,0
Stress: 2,0
Stress: 1,0
onlyuthoughtthatuwerefriends,0
constipation,0
low carb meals,1
All over the place,0
Tibia,0
did wayyyyyyyyyyyyyyyyyyyyyy too much again,0
driving,0
Hurt,0
city adventure,0
7.5 hours sleep,1
took a nap,1
free,0
icky,0
Fatigue all day,0
Adam Moved In,0
pt tomorrow,0
priorities,0
hopeless,0
soda,1
solo activity,0
Working,1
walked to pharmacy,0
really awful day,0
sober,1
Excited,0
Relied on,0
Brown Rice,1
licorice,1
Baby sick,0
Stomach ache probably from pizza,0
Pretty ok,0
MRI on ankle,0
at wake,0
weightlifting,0
Muscle weakness,0
Fun,0
Chris round,0
No n,0
bloated,0
sinus pain,0
french fries,1
classes,0
expo,0
good mental day,0
ran,0
low motivation,0
raw,0
Did the sex with kai,0
busy week,0
friends over,0
Staying at parents',0
Went out,0
and ive had a headache on and off all day,0
Extremely depressed,0
Laundry,1
snow,0
said too much,0
loving hut,0
Read a story,0
Before final exam,0
Friend over,0
easily aroused,0
Thought about hospital,0
audition,0
getting sick?,0
Biking,1
Hangry,0
still ill,0
Pain center and right lower side,0
run-walk,0
new job,0
pineapple,1
very symptomatic,0
craft supplies,0
too much gluten,1
can hardly move,0
Now that was a lot of work,0
had coaching yesterday,0
Research study,0
had PT,0
Knitting,1
disgust,0
chipotle,1
hit by a truck,0
very hungry,0
wedding,0
DOMS,0
Swimming,1
Skipped allergy shot,0
higher sugar consumption,1
Good day at work,0
Obsessive cleaning,0
Jason home,0
saw psychologist,1
new phone,0
beef soup,1
high stress,0
Performance,0
high blood pressure,0
stuffy nose,0
ranworth,0
thesis defense,0
Insomnia,0
easter church service,0
cajun,0
brain fog,0
confusion,0
sore back in morning,0
weak,0
float spa,0
nightmares,0
Dusted,0
Surgery recovery,0
left group,0
made lunch,0
went outside,0
Annoyed,0
drowsy,0
people over,0
flooring,0
Computer,0
lots of thinking,0
fucking miserable,0
Grandma's funeral,0
small outing,0
low anxiety morning,0
hyperfocus,0
sleep deprived,0
confident,0
beer,1
no stress,0
drugs,1
vegan jerky,1
JobLife,0
craft,0
church ,1
positive action,0
Need friends,0
orange ginger juice suja,1
made a phone call,0
cleaned house,0
std checkup,0
wine salami,1
Went to see best friend,0
Made phone call,0
large dinner,0
30 min rest,1
New chair,0
worked 4 hours,0
Reflux still bad,0
Getting sick,0
stayed in bed,0
finger still swollen but slightly better,0
left leg pain,0
eye strain,0
really painful knees,0
less caffeine,1
quick migraine,0
Career discussion,0
can't shake it,0
no appetite,0
went grocery shopping,0
119 today     miserable outside   low energy level,0
experiment ok but frustrating,0
and a fever that almost made me pass out on the toilet,0
canceled everything,0
Pain at night,0
Yoghurt,1
ate a2 dairy,0
makeover,0
steps:1352,0
Wind,0
Too busy,0
Bed after midnight,0
had class,0
good day,0
feeling quiet,0
2.5 hour lift ride,0
Had friends over,1
last day of selenium,0
I really am alone,0
come down,0
Left lower back pain,0
had therapy,0
Had cookies and popcorn,0
Dissociated,0
very achy everywhere,0
household chores,0
late sleep,0
up all night sick,0
slept funny,0
Discouraged by persistence of late afternoon fatigue,0
ice,0
slept poorly,1
>10k steps,1
midday crash,0
corn,1
running late all day,0
Shoulder screw up,0
new cane,0
Fail,0
curry,1
Bleh,0
leg spasms both sides,0
sac city college shooting,0
bath,0
Acupuncture,0
Slept poorly,0
busy day,0
long school event @ night,0
COULDN'T LEAVE MY BED,0
disinterest,0
unfocused,0
gig,0
accidentally slept 19 hrs,1
Bread,1
left-sided discomfort,0
Worked Outside,1
thunder storms,0
Saw Briony,0
heat,0
Emotional,0
large lunch,0
CBT Therapy,0
oxalates,0
blood work,0
body aches,0
major chores,0
food log,0
need nap and left alone,0
thought about self injury,0
hot bath,0
escape,0
I hurt all over - my joints and legs,0
20K Steps,1
forgot meds til evening,0
Out with Jesse,0
trip,0
4th sickaversary,0
got hair colored,0
caught bus,0
Really productive day,0
The Office ,0
Hairdresser,0
early morning dog barking,0
cocoa drink,1
skipped party,0
psychiatrist appointment,0
Sleep meds,1
trouble eating,0
Felt off my game,0
better than I was,0
Salon,0
porridge and molasses,1
no morning supplements,0
good night's sleep,1
but i'll see what tomorrow brings,0
brown blood,0
Apartment hunting,0
flooped,0
neighbors smoking up,0
Photowalk,0
Conflict,0
dyed hair,0
runny nose,0
day improved,0
ovarian cramps,0
easy day,0
Stressed about impending travel,0
Interview for book,0
chocolate craving,0
early appointment,0
melon,1
Great day! Very tired at night,0
saw Adam,0
No Energy,0
audrey came over,0
Really bad sleep,0
bad period pains,0
Lunch with grandparents ,0
Blood Draw,0
lots of stress,0
early bed,0
cloudy,0
planning,0
chill morning,0
pork,1
pms,0
roasted aubergines,1
Moving Day 2,0
irritated,0
stressful,0
upset stomach,0
backfromretreat,0
Some happy stuff,0
hair cut and quick hair wash,0
Shopping and traveling,0
Exhausted from so many people,0
playedbbal,0
Didn't sleep well last night,0
Sore under chin,0
left class early,0
water,0
missed morning meds,0
full-body spasms,0
Rainy Day,0
went to a cookout ,0
Datemate,0
Optimistic,0
returned a couple of calls - but that was all I could do,0
Cat bath,0
Crutches,0
no nap,1
crisis,0
ate sugar,1
swollen feet,0
rough day,0
Foggy,0
few symptoms,0
very flappy,0
not much real food,0
afternoon body pain,0
chocolate,1
ate sweets,1
chronic fatigue ,0
Family,0
video games,1
shakey before bed,0
house cleaning,0
easily sidetracked,0
Argument,0
Sam's birthday - lots of sugar,0
choir practice,0
set up for wedding,0
painkillers,0
too much dairy,0
bus rides,0
missed breakfast,1
slept alone,1
cocktail,1
Average,0
rain storms,0
crashed,0
birthday,0
Cake,0
slightly anxious making,0
good tired,0
muggy,0
tories,0
pasta alfredo,1
Cardio,1
Claire and Kate came over with the kids and it wasn't pretty,0
lots of extra pills,0
waiting on emails,0
mom's surgery,0
didn't eat enough,0
Not doing much,0
ducklings,0
Blocked Sinuses,0
friendlier with patrons,0
hot tub,0
lonely,0
2 caffeinated drinks,0
pooed,0
ate HORRIBLY over the weekend,0
Played Pokemon Go,1
found bleeding,0
Hard social,0
cvs trip,0
Work night out,0
unproductive,0
fruit fly fiasco,0
Possible period,0
Had blood work,0
Flour market,0
good weather,0
cooked dinner,0
severe TMJ-sinus pain,0
accupuncture,0
Wheat,1
Relaxing,0
Pleased with Dr. feedback,0
dehydrated,0
Contemplate,0
burstitis,0
mouth ulcer,0
Cancelled activities,0
read a book,0
Feeling great,0
Exam,0
mental/emotional overload,0
flare,0
low energy,0
Juicing,1
so so day,0
insanity in morning,0
clumsy,0
very disorganized,0
white sauce pizza,1
pain meds didn't help much,0
loafed all evening,1
Kaitlyn bought her first car,0
aromatherapy,1
convention,0
Cold and sore feet,0
silly family is silly,0
feel as if I was HIT by a truck - hurt all over,0
average sleep,0
Saw Adam,0
Spots under armpit and very sore,0
bloating,0
oats,1
solid food,0
sent darrel home early,0
stress at work,0
With friends,0
tannins,1
MONDAY,0
bad headache day,0
Pampering,1
Funeral,0
Dog barking,0
up early,0
Thin sleep,0
visitors,0
Good,0
ate a meal out,1
Snowing,0
not hungry at dinner,0
little walking,0
Socialized (1 phone call),0
cuddles,1
hungry,0
hobling around with a sore ankle - people are rude,0
morning dizziness,0
epsom salt bath,0
Tired in the evening,0
3 hour nap,0
Joint Pain,0
Research,0
slimfast only,0
upset in am,0
needed A nap after all of the running arround,0
turkish delight,0
nectarine,0
ovulating,0
gurgly tummy,0
painful back,0
Good work day,0
worked 2 hours,0
deep sleep,0
washed hair,0
Very long sleep,0
Head and Chest Cold,0
On feet,0
fainted,0
Babcia,0
so i kinda died,0
Singing lesson,0
ignored,0
INR 2.5,0
took day off,0
INR 2.3,0
physc today,0
GF flatbread,0
really tired,0
Workday,0
after running on adrenaline since monday,0
college,0
exam,0
Writer's Workshop,0
went to mass,0
Shopping,1
Named characters,0
Cake!,0
oh god,0
hair improved,0
Dithocream Treatment,0
Aquafit class,1
Dinner with Otter's parents,0
woke up early,0
not quite enough sleep,0
Indigestion,0
blood test,0
Hard work day,0
provigil 12:00,0
ankles sore,0
quiet,0
light headed,0
lemon thyme chicken,0
but hopefully it won't take long for it to crash,0
Travel,1
period,0
mild headache,0
6 hours of sleep,0
rosa tele-apt therapy,0
underworks binder,0
temecula,0
Couldn't focus,0
DONE being addicted to food,0
muggy weather,0
peaceful,0
house hunting,0
boxing day,0
brushed my teeth finally,0
saw a friend,0
loved work!,0
interrupted sleep,0
headache mild,0
lacking vegetables,0
cass,0
chia pudding w coconut cream &sugar,0
shops,0
Moderately active day,0
bed bound,0
then played mastermind and watched a movie with mum and dad,0
Family crisis,0
romantic rejection,0
Content,0
day after long weekend,0
ate out,0
rheumatologist,0
mostly good,0
couldn't keep track of time,0
really fun day,0
went out,0
hermit,0
saw James H,0
20 minute nap,1
ate wheat,1
Paddling,0
posted story,0
weed,1
up too late,0
just done,0
saw James R,0
fasting,0
swept floor,0
oversensitive,0
awful weather,0
was dizzy for the first half,0
peanut butter,0
Ruptured Cyst,0
half avocado,1
third day of arguing with Claire,0
super busy day,0
Stabby gut ow,0
twlight bath bomb,0
hearty lentil and kale soup,1
for the 2nd time this year lol,0
too much social interaction,0
Hyperventilated,0
sent email to dr perel,0
med transport,0
No Appitite,0
No daytime nap,0
Dollywood,0
 Subluxated hip ,0
washed my face and exfoliated,0
Children's Museum,0
new medication,0
slightly productive,0
social isolation,0
Phone interview,0
failed lift,0
home office,0
sore eyes,0
had pelvic PT,0
Company for dinner,0
Crafts,0
intentional living,0
couch day,0
urgent feeling w/ no production,0
Brave,0
fibromyalgia,0
Period fatigue,0
physical anxiety,0
talked to stranger,0
brazil nuts -2,1
Low sleep,1
Drastic weather change,0
got bin in,0
sat a lot,0
collapsible,0
Latex,0
overheated,0
forgot 11pm bedtime,0
dressed up,0
Hamish's birthday,0
10k steps,1
isle with Lauren,0
Potty training toddler,0
Period coming,0
Discouraged,0
cabbage and potato curry,1
dunno tho,0
slept awful,1
Jenny birthday,0
terrified,0
8 glasses of water,1
flaxseed,1
Long shift at work,0
Raining,0
insufficient sleep,1
no school for kids,0
too much activity,0
shrimp,1
Mom visiting,0
Hormonal migraine,0
fuck this disease,0
Pokewalk,0
hiking in woods,0
Dairy,0
slow day,0
Low back pain,0
very active evening,0
ligt activity,0
Wake up early,0
fish,1
Regurgitated,0
Bad M.E,0
End of period,0
costco,0
Ate a lot,1
first day on the job,0
away with the fairies,0
less cramps,0
Effy,0
selfimprovement,0
hip tightness in evening,0
Balance problems,0
Boat,0
no class,0
decaf coffee,1
late dinner,1
Lots of sodium,1
went to all the stores,0
night energy,0
vivid dreams,0
Exercise (long walk),1
overspent budget,0
not enough sleep ,0
Bought clothes,0
diarrhea,0
late meds,0
temperature control problems,0
feet tingly,0
period week,0
New Car!!!,0
high spirits,0
Heart beating strongly when horizontal,0
finals,0
leg cramps,0
exhausting,0
wake noon,0
shopping with friend,0
day time sleep medicated,0
leg spasms,0
Beginnings of migraine this evening,0
childish,0
stayed up late,0
7 hours sleep,1
StressedToTheMax!,0
Lots of carbs,0
fired neuro,0
night train,0
Surprise bad back day,0
sick dog,0
Breakdown last night,0
meditation,0
Activity after work,0
tendon pain,0
Painful all over,0
thursday,0
Pruned flowers front yard,0
haven't properly crashed yet,0
daytime rest,0
changed sheets,0
worse,0
Long week,0
fat,0
Ate full meals,1
Classes,0
10 hour work day,0
awful,0
ticket,0
Bummed out,0
LONG COUPLE OF DAYS - TWO MIGRAINES BACK TO BACK,0
Carly,0
light yoga,1
Class,0
tiny breakfast,1
tea,1
disrupted sleep,0
shiatsu,0
active early,0
finished zombies!,0
very anxious; house/money problems,0
long wait,0
burning all over,0
cereal and milk,1
A little concerned but hopeful,0
Talking ,0
stunning weather,0
not active,0
hungover,0
got out of bed too quickly,0
Adam issues,0
real dinner,0
tragedy,0
Start of period,0
Drama,0
slept until noon,0
elbow getting worse,0
Dry skin,0
Lots of tea,0
Yoga,1
went to LoB,0
tecnically friday,0
Pleased with GI,0
JBR Launch ,0
normal work day,0
flu shot,0
took a selfie,0
Relaxed,0
bloody stool,0
Blood sugar crash,0
flat,0
sullen mood,0
very hot and humid day,0
3am bedtime,0
Bad migraine,0
period pains,0
antibiotics,1
damn bird kept waking me up,0
think i'm coming out of the crash,0
olive bread,1
Alcohol previous night,1
too much pain,0
everything tastes off,0
High temperature,0
jet lag,0
Grocery shopping,0
A little depressed and a little discouraged,0
Working day,0
lots of soda,1
Started Vegetarian,1
my joints and muscles aren't so yikes,0
chores,1
Eye test,0
Rode horse,1
went in water,0
cleansing,1
Dinner with otter's parents,0
sore hips,0
adventure,1
Pain @ 0,0
Dr Deed appointment,0
came home from work,0
Lay in bed all day,0
blurred thoughts,0
worked on basement,0
Friends not communicating well,0
late meals,0
Achy joints,0
No TV,1
drank last night,1
soccer,1
sleep wave AM,0
niice,0
BPPV day,0
and organised my cross stitch supplies,0
cut my nails and toenails,0
AWFUL pain all day ,0
decorated a cake,1
drank wine last night,1
Veggies,1
period - spotting,0
Katherine visit,0
took anxiety meds and used new ear buds,0
overstimulated ,0
road trip,1
cold feet,0
ehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh i kinda died,0
Sports,0
slept ok,0
cervical migraine,0
rainy day,0
styled hair,0
alcohol,1
Bed rest for 24 hours-Drs orders,0
Less depressed- still anxious,0
horseback riding,1
got a new ergonomic chair for work,0
forgive,0
side-effects,0
Mall,0
cookie,1
Recliner consultation (1hr45),0
had a Coca Cola,1
gossip by others,0
spent day in my room,0
Slept all day,1
disaster of a doc appointment,0
possible gluten exposure,1
wrapped present ,0
dumpling and dill stew with french beans,1
hungry but not hungry?,0
Dry heaves,0
4 hours of sleep,0
bedridden,0
good adam day,0
finances,0
recovered,0
headache,0
felt kind of lost but still got a little bit of stuff done,0
Long Chat,0
relieved,0
hotel,0
jetlagged,0
Very tired in the morning,0
insect sting,0
little activity,0
Wrote,0
walked with cane,0
Snuggle pile,1
moveon,0
outdoors,1
Ballet,1
day after migraine - still miserable,0
mostly to talk about their opinions on the bathroom thing,0
exhausted from heat and life,0
rpg writing,0
School Volunteer,0
cleaned,0
talking makes it worse,0
Weird lump on my belly left side,0
change of dosage,0
itchy patch site,0
drinks,0
Went to Robin's house,0
Late night,0
tripped over,0
screenings,0
Oatmeal,1
Worked in office ,0
Kitty snuggles,0
good morning,0
Moseley Bog,0
Pill didn't work,0
forgot one dose of meds,0
Abdominal cramping - extreme,0
meeting new people,0
Started taking iron,0
ache-y,0
High energy,0
daily show marathon,0
headache still seems to be mostly absent,0
not quite as active,0
subluxed my left hip a bit,0
Easily frustrated,0
Argument with P,0
Moms birthday,0
josh and james and the boys visited,0
also only had 5 hrs of sleep last night,0
and stayed awake wayyy too long,0
A & E,0
still not able to get things together,0
cartoons,1
dizziness,0
sour cream,1
wrote,0
broke eating schedule,0
family stress,0
Out to dinner,1
more convos with Claire,0
Too anxious- stayed home,0
cosplay,1
rain tomorrow ,0
Colouring,0
back on track,0
Pain education session,0
pullups,1
feeling anxious about money,0
Fluctuations,0
finished tasks,0
mom stressed,0
pins and needles in my arms and legs all days,0
bit stressed,0
Meltdown,0
avocado on toast,1
low fever,0
went out with friends,0
asdf,0
weight 159,0
dogsitting,0
took all medicine,0
mint tea,1
political,0
fearing self sabotage,0
Bread and Butter,1
didn't get a good sleep last night,1
Did cardio,1
green juice,1
flight,1
diarhea,0
almost passed out,0
No Period,0
Saw a cute boy,0
not feeling up to doing much in general,0
homework at work,0
very upset stomach,0
sore elbows,0
just a bit though,0
Neurologist appointment,0
Had to pee a lot,0
napped,0
avoided important tasks,0
quite tired,0
Nervous cough,0
late day chocolate,1
V stayed the night,0
now informed my ankle is broken...,0
Adam's birthday,0
dropped shoulder,0
Adventure,0
large crowd,0
itchy,0
took meds,0
Waking up sweaty,0
fodmap,0
Ill,0
holidays,0
moving,0
worse flare yet,0
Early wake up,0
shortness of breath,0
was fairly unsuccessful,0
Built a meat grinder,0
Recent gaming,0
I lied,0
and it actually worked i think,0
Awful pain upon waking,0
inactive,0
mammogram & dental cleaning = no bueno,0
several mini-naps,0
fighting with otter,0
Chocolate,1
Very bad at night,0
felt slightly distant but not too bad,0
good rest day,0
some minor withdrawal,0
lovely morning,0
Aip,0
Anxious,0
pretty nasty day,0
unpleasant pooh,0
Grocery shopped,1
walked to 25 m building,0
moody,0
acorn squash & apple mush,1
Dog had seizures,0
Watched anime,1
stress: no going to Kent,0
Panic attack,0
Cat caught baby birds,0
18k steps,1
many dreams,0
Rough night sleeping - stomach upset,0
very ill,0
Mt. tabor,0
lots of standing,0
fruit flies,0
Contemplative ,0
chick-fil-a chicken tenders,0
too much work?,0
#goodday,0
another massive kerfuffle with the siblings,0
apathetic,0
porridge,1
withdrawals,0
zombie,0
used inhaler,0
nighttime dog barking,0
Busy yesterday,0
Picnic,1
have cold,0
hatred,0
toes very painful,0
Didn't meet friends because low energy,0
can't cope  today - everything hurts  even my hair,0
Mild anxiety,0
home bound,0
took inderal late,0
start 10mcg butrans,0
Mindfulness on road,0
Up very early,0
late bedtime,0
threw up,0
premenstrual,0
Greasy food,0
long,0
Fuzzy,0
School test,0
Felt naseous,0
good doctor's appointment,0
sekhmet candle,0
6K steps,1
summer Friday,0
exercise in science garden,1
Resisted compulsions,0
Leon,0
too much sodium adversely affecting GI?,0
feel like i have been hit by a truck,0
22k steps,1
first full day at work,0
Hectic work day,0
lots of stairs,0
Hubbard,0
Hectic day,0
aqua therapy,1
impending sinusitus,0
can't focus,0
rainy,0
and now i'm dying,0
Migraine started late last night - still have it this evening,0
tesco,0
Half disassociated,0
missed pt,0
nice,0
Audit,0
midday wake-up,1
In the car all day,0
Baking,1
walked dogs,1
Worked on weekend,1
Shower,1
neck tension,0
bladder procedure,0
inventory at work,0
No church,0
weights,1
Baddealey Clinton,0
Chaloorishy Day,0
wonderful day,0
Neurologist appointment ,0
sick leave,0
Fi visited,0
underslept,0
slept in car,0
emotional labour,0
dinner by the river,0
UAB,0
had a stressful week,0
George drama,0
bpal diffuser bedtime,0
Visited friends,0
Hypervigilant,0
too busy,0
drinking,1
Good Sleep,1
mildly stressful,0
ate butter,1
Costo flare,0
Craved sugar,0
ate pad thai,1
derealisation episode ,0
caramel color,0
sunny day,0
convention day,0
jaw ache,0
read paper,0
wake up at 10:00,0
better mood,0
Spilled a soda all over the car and myself,0
late hours,0
City Center,0
ate bread,1
had a shower,1
travel day,1
Relieved to have a little GI relief,0
Work stress,0
had a 21 hour sleep last night,1
apple,1
cbd oil,1
unhappy,0
Sun fatigue,0
Not great,0
aerial hoop,0
Disappointed in the world,0
Feeling cold,0
procrastinate,0
weeping,0
did mending,0
jumpy house birthday party,0
food shop,0
Choir,1
sore,0
finished portfolio,0
lift is broken,0
i relate to Sherlock,0
stomach bug?,0
doctor appointment,0
Anxious about food,0
Almost left work,0
thirsty,0
Party,0
still sore form osteo,0
It's hell,0
Exhausted but pushed through,0
Very hard work day,0
impulsive,0
higher pain day,0
ametriptyline?,0
had a 16 hour sleep last night,0
rebound headache,0
students back,0
worst reaction to the broth powder,0
crashed today,0
fruit "ice cream",1
Pinching (pm),0
Fall on my face tired,0
chicken wild rice soup,1
Doing better overall,0
admin day,0
Not bad day,0
vitamin c,1
wake-up,0
a little tired,0
Poor sleep (hotel),1
farm work,1
met a new cat,1
Anxious night's sleep,0
okay day,0
holiday,1
Trying NOT to be anxious about upcoming travel,0
bone pain,0
crash,0
Stood lots,0
Cat,1
Adam,0
Downloaded apps,0
Wiped out,0
unknown fructose content,0
Summer,0
temperature dropped,0
out to dinner,0
dodging roommate,0
bills,0
so that's something,0
it's been slowly getting worse for about a week now i think,0
Felt good today,0
irritability,0
kind of dying from yesterday,0
day of rest,0
long day yesterday and then a long sleep,0
Didn't eat much,0
got new computer!,0
Sophia and Declan visited,0
exams,0
day after stress,0
did photography,1
Sleeping pills ,1
Freddie's health check,0
had to nap,1
leaders meeting,0
Dr. Sweet,0
sun exposure,1
Syncope,1
but yeah i've been tense so my apetite's been rubbish,0
hypomania,0
bit of a burning ish headache,0
Tied,0
early hours,0
Crash from yard work or foods?,0
early wake-up,0
up late talking to friends,0
nightshades,0
ate candy,0
late night,0
possible grains,0
boring,0
ate potato chips,1
fight late afternoon,0
Ran Errands,0
without any issues,0
12:30am bedtime,0
Woke at 730,0
pain on pooing,0
sore gums,0
City adventures,0
brushed dogs,1
faerie rade,0
food poisoning,0
awake all night,0
drove cal home,0
afraid,0
Relieved,0
allergies,0
over caffeinated,0
did surprisingly well,0
Great day,0
didn't sleep well?,0
possible whooping cough,0
Mild nausea,0
very dog gone,0
class,0
Night time Anxiety thing,0
fell and twisted ankle - not broken - MRI NEXT,0
physical activity,0
strong stomach aches afternoon,0
Pop,0
pukka licorice cinnamon tea,0
great night,0
heart palpitations,0
Emotionally Drained,0
chicken,1
filmed,0
Beautiful Day,0
headache evening,0
left office at lunch,0
hung out with friends,0
Slept during day,1
overeating,1
unable to leave the house,0
hot chocolate adventure,0
depressed ,0
insomnia last night,0
Bad pain day,0
worked late,0
chicks arrived,0
heatstroke,0
ate potato,1
CT scan,0
Went to dog park,0
slept a lot,0
completed assignment on time,0
urgent task,0
Headache AM,0
bad mood,0
worked on art,0
Texted friend,1
toomuchdinner,0
Feeling good overall lately,0
Long bun.snuggle,0
City adventure,0
Dreading travel and test,0
low brain capacity ,0
small lunch,1
12 hours sleep,1
Very foosh,0
frustrated,0
maybe two days,0
Withdrawal effects,0
greatday,0
hurts to walk,0
StupidAccident,0
Moe's for lunch,0
jog,0
I am a garbage human,0
Moving-stressed,0
outdoors majority of day,0
Eye doctor,0
prerelease,0
Busy past week,0
speed-y,0
High Line!,0
Had to leave work,0
Yelled at siblings,0
"Down",0
withdrawn,0
sugar yesterday,1
pre period,0
Active,0
bbq,1
crappy,0
SAD lamp,0
Guilt,0
wiki,0
Frustrated with left shoulder,0
fructose ,1
Went climbing,0
made new doc appointment,0
gin gin,0
late to work,0
Saw parents,0
mum left,0
my ankle still hurts,0
kept occupied,0
new tech,0
SoldierLife,0
sosial event,0
up before alarm,0
over active,0
PT Appt,0
worked outside.,0
Couldn't be bothered with anything,0
and better since dropping back the equ,0
busy morning,0
with James H,0
wow what a bad day,0
Not enough nutrition,0
scope prep,0
maybe lost time,0
1 slice of cheese ,1
lunch tea,1
high pain on waking,0
Long sleep ,0
I'm stupid,0
Moved computer,0
better mood too,0
cried,0
Happy A,0
aggitated,0
Aching ,0
too much house work,0
anxiety over memories,0
kidney infection,0
late start,0
low food,0
First date,1
chill day,0
stresed,0
Too hot,0
late night last night,0
anxious about social problems,0
New meds,0
great day!,0
bad knee day,0
11K steps,1
Sexed with kai,0
new mattress,0
badly stubbed toe,0
disinterest in old fun activities,0
scared,0
tumblr,1
moderately productive by end of day,0
start fioricet,0
contact with parents,0
sore chest,0
1 hour rest,1
no sleep,1
at home,0
month end shop,0
day after an open air concert,0
been there for about a day and a half,0
Got upset,0
neckache,0
saw Tabita and Symon,0
frustrated with jillian,0
lovely weather,0
Maud,0
RA Flare,0
pasta,1
