lots of back pain,Cod liver oil,can hardly move,IVIG,suicidal ideation,Active all day,Awful pain upon waking,Felt better when moving,ate breakfast,Happy,middleschmertz,Vitamin D3,Legs hurt when still,ovarian cramps,can't sleep,Zantac,paranoia,ovulating,Rested,difficulty breathing,crying,Psyllium husk, toothache,Good morning,backache,Long hours,Excedrin,depressed ,Legs hurt in morning,right knee weakness,chest pain,too busy,nausea,Hard to focus,home alone,crawled,bad sleep,Couldn't walk,gentle exercise,cocodamol,still very tired,overslept,neck pain,off my meds,Super Bowl,Overdid it,overheated,Acetaminophen,active early,panic attack,gross,left school early,poor sleep,bad dreams,childish,convention day,fog,Crummy eating habits,jaw ache,neckache,frustrated,yeast infection,exercise,better mood,confusion,Church,Very bad morning,strawberry shortcakish,Poor sleep quality,icky,congestion,Went out after work,hip pain,side-effects,Stayed late at work a lot this week,"so far, so good",stressed,jaw pain,chills,Depression,earache,Started Deeper Holosync Track,off-roading,legs hurt at work,period,DONE being addicted to food,ultrasound,spotting,church,dental work,grouchy,cramps,dentist visit,angry,tired,throat pain,Self-conscious,so much pain,sore legs,tooth pain,washed dishes,congested,hyperventilating,headache,Can't fall asleep,loss of appetite,good afternoon at work,Ligament Restore,sleep paralysis,shoulder pain,gum pain,leg cramps,better today,Kept moving,much better today!,cramping,gassy,doctor appointment,No church,off meds,Resisted compulsions,Ate poorly,black dogs,Ibuprofen,cake,body aches,happy,knee pain,menstruation,Frazzled,gumbo,neck ache,tired in afternoon,sad,Content,Almost left work,Party,food poisoning,afraid,choking,Not well fed,left leg pain,couldn't focus,back still hurting,sick,Had to lie down at work,Audit,itchy eyes,Long week,shoulder ache,back pain,menstruating,Daytime nap,Bus to work,cleaning,a bit better,WFH morning,PC ,good tired,every muscle sore to extreme,shortness of breath,Long work day,good sleep,hungry,Stomach flu,forgot one dose of meds,tooth ache,Rough morning,pasta and veggies
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,2.0,2.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,2.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,2.0,2.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
2.0,,2.0,,,2.0,0.0,0.0,,2.0,,,0.0,,,,,,2.0,,,,,2.0,,2.0,,,2.0,,,2.0,2.0,0.0,,2.0,,2.0,2.0,0.0,2.0,,,,0.0,0.0,,,2.0,,,2.0,,,,,,2.0,,,,,,2.0,,0.0,2.0,,2.0,,,0.0,,0.0,2.0,,,,,,,2.0,0.0,0.0,,2.0,,,2.0,,2.0,,,,,,2.0,,,,2.0,,,,2.0,,2.0,,,,,,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,2.0,,,,,,0.0,,,0.0,,2.0,2.0,2.0,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,,2.0,,,0.0,,,0.0,
2.0,,2.0,,,2.0,0.0,0.0,,2.0,,,0.0,,,,,,2.0,,,,,2.0,,2.0,,,2.0,,,2.0,2.0,0.0,,2.0,,2.0,2.0,0.0,2.0,,,,0.0,0.0,,,2.0,,,2.0,,,,,,2.0,,,,,,2.0,,0.0,2.0,,2.0,,,0.0,,0.0,2.0,,,,,,,2.0,0.0,0.0,,2.0,,,2.0,,2.0,,,,,,2.0,,,,2.0,,,,2.0,,2.0,,,,,,2.0,0.0,,,,2.0,2.0,,2.0,2.0,,2.0,,,,,,0.0,,,0.0,,2.0,2.0,2.0,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,,2.0,,,0.0,,,0.0,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,2.0,2.0,,,,0.0,,0.0,0.0,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,2.0,2.0,,,0.0,,,0.0,0.0,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,2.0,2.0,,,0.0,0.0,,,0.0,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,2.0,2.0,,,0.0,0.0,,0.0,,,0.0,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,2.0,2.0,,,0.0,0.0,,0.0,0.0,,,,,,,,2.0,,,2.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
2.0,,2.0,,,2.0,0.0,0.0,,2.0,,,0.0,,,,,,2.0,,,,,2.0,,2.0,,,2.0,,,2.0,2.0,0.0,,2.0,,2.0,2.0,0.0,2.0,,,,0.0,0.0,,,2.0,,,2.0,,,,,,2.0,,,,,,2.0,,0.0,2.0,,2.0,,,0.0,,0.0,2.0,,,,,,,2.0,0.0,0.0,,2.0,,,2.0,,2.0,,,,,,2.0,,,,2.0,,,,2.0,,2.0,,,,,,2.0,0.0,0.0,,,2.0,2.0,,2.0,2.0,,2.0,,,,,,,,,0.0,,2.0,2.0,2.0,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,,2.0,,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
2.0,,2.0,,,2.0,0.0,0.0,,2.0,,,0.0,,,,,,2.0,,,,,2.0,,2.0,,,2.0,,,2.0,2.0,0.0,,2.0,,2.0,2.0,0.0,2.0,,,,0.0,0.0,,,2.0,,,2.0,,,,,,2.0,,,,,,2.0,,0.0,2.0,,2.0,,,0.0,,0.0,2.0,,,,,,,2.0,0.0,0.0,,2.0,,,2.0,,2.0,,,,,,2.0,,,,2.0,,,,2.0,,2.0,,,,,,2.0,0.0,0.0,,,2.0,2.0,,2.0,2.0,,2.0,,,,,,0.0,,,,,2.0,2.0,2.0,,,,0.0,,2.0,2.0,,2.0,0.0,,2.0,,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,,2.0,,,0.0,,,0.0,
,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
0.0,,0.0,,,0.0,2.0,2.0,,0.0,,,2.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,2.0,0.0,,0.0,,,2.0,,2.0,0.0,,,,,,,0.0,2.0,2.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,2.0,2.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,2.0,,,2.0,,,0.0,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,0.0,,,2.0,,,2.0,
