Ex bike,Clinda-derm,Boswelia,Cod liver oil,Phyical Therapy - stretches,Ferrous fumarate,Lansoprazole,MitoQ ,Osteopathy,Acetyl Carnitine,Naproxen,Ambien CR,Amitriptyline,Soluble Aspirin,ate breakfast,Omega-3 Capsules,Prednisone,meds,mag ox,Buspirone,Trileptal,Vitamin b complex,Ponaris,Probiotic,Sulfasalazine,Phenergan,Steps,Magnesium,Boswelia Complex,Mangosteen,THC,Swimming,Allegra,Flexeril,Fish oil,Marijuana,Rest,Zolmitriptan,Cane to get down stairs,Lyrica,Post-op ice device,Corticosteroids,Panamax,Medications,Thyroxine,gluten free diet,Fentanyl,Oestrogel,Miralax low dose PM,Flecainide,Butterbur,Vicodin,Acetaminophen,Zolpidem,Coffee,pilates,Solpadeine Max,Strattera,Relaxing,Zofran,Cefaly Unit,Hydroxyzine,Candesartan,excedrin migraine,N-Acelcysteine,Venlafaxine,Complex b,Antihistamine,Superlong nap,Astelin,Vitamin C,Vitamin B,Allopurinol,Probiotics,Andrographis compound,eye drops,Meditation,Cleaning ,Maxalt,Klonopin,Medication,CBD,Gabapentine,Nortriptyline,Cymbalta,Hydrocortisone,Vitamin b12,Vitamin d,Ice pack,Cardio,massage,Codeine-Panadol,Diazepam,Yoga,Iron,hiking,physical therapy,Vitamin a,hot water bottle,Vyvanse,Valdoxan,decent sleep,Tretinoin,had sex,Florinef,Levothyroxine,Metformin,Exercise,alcohol free,Creatine,Clonazepam,Infection,Topiramate,pool,Dermatologist,Drinking eight glasses or more of water,slept late,Valium,Morphine,Chiropractic,Walking,Zoladex,Massage ,eye compress,Tranexamic acid,Flutiform,Folic acid,Canned pumpkin,stool softener,Phentermine,Zinc,Ibuprofen,Melatonin,counselor,Dicyclomine,Zomig,AM meds,Alcohol,Cyclizine,Sunlight,Pantoprazole,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,Lithium,Coenzyme q-10,eye ointment,Daily walk,Ubiquinol,Valerian,Achy breaky rub,Solpadol,Athlete Vitamin,Famotidine,Magnesium amino acid chelate,Prontolax Supp,Benadryl,Enada,strapping of shoulder,Ventolin,Seasonique,Codeine,Claritin,Progesterone,Spironolactone,Essential oils,Temazepam,heating pads,Norco,antihistamines,Mebeverine,Wellbutrin,psychiatrists,neuro,Singulair,Canadian Bacon,Solpadeine,cough syrup,Montelukast,Voltaren,Sleep,Oxycodone,row
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Solpadol
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Athlete Vitamin
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Famotidine
,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnesium amino acid chelate
,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prontolax Supp
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,Benadryl
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,Enada
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,strapping of shoulder
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Ventolin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seasonique
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Codeine
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Claritin
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Progesterone
,,2.0,,,,,,,0.0,,,,2.0,,,2.0,,,0.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,2.0,,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,,0.0,,,,,,,,2.0,,,,,,,2.0,,2.0,,,,,,,,0.0,,,,,,,,,,2.0,,,Spironolactone
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essential oils
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temazepam
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,heating pads
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,Norco
,,2.0,,,,,,,0.0,,,,2.0,,,2.0,,,0.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,2.0,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,2.0,,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,,0.0,,,,,,,,2.0,,,,,,,2.0,,2.0,,,0.0,,,,,,,,,,,,,,,2.0,,,antihistamines
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mebeverine
,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellbutrin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,psychiatrists
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,neuro
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,Singulair
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canadian Bacon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solpadeine
2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,cough syrup
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,Montelukast
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,,,,Voltaren
0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,Sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxycodone
